cv_id,source,category,candidate_name,target_role,skills,summary,full_text,embedding_text
CV-KAG-49127329,Kaggle/GitHub Resume.csv,ENGINEERING,Kaggle Candidate 49127329,ENGINEERING Specialist,[],"737 INDUSTRIAL ENGINEERING MANAGER Professional Summary Self-motivated, innovative and goal-oriented Industrial Engineer, Project Manager and Team Leader dedicated to boosting company revenue through exceptional leadership and rigorous cost and schedule control techniques. Desires the opportunity to...","737 INDUSTRIAL ENGINEERING MANAGER Professional Summary Self-motivated, innovative and goal-oriented Industrial Engineer, Project Manager and Team Leader dedicated to boosting company revenue through exceptional leadership and rigorous cost and schedule control techniques. Desires the opportunity to revamp processes and procedures and increase efficiency and product quality. Skills Project planning and development Strategic planning Lean manufacturing and design Analytical Personable Dedicated team player Procedure development Dependable Work History 737 Industrial Engineering Manager 01/2014 to Current Company Name – City , State Manage and lead an Industrial Engineering team in support of the 737 Wing Seal, Test, Paint and Systems Installation build processes. Lead my team in their daily activities such as production scheduling / cycling, managing the shop operating rhythm, and process improvement implementation resulting in over $1.5M in cost savings. Lead team to track metrics and manage major shop recoveries that impact Final Assembly and/or Delivery Lead team to use Lean tools in order to continuously Root Cause issues/opportunities and drive improvements into the business plan Support 2 manufacturing Senior Managers and Wings Director in several Rate and MAX readiness projects Manage Opportunities and Risks for recurring and nonrecurring statement of work Lead and continue to develop a 4 sustaining Employee Involvement Team that is also 5.0 5S. Industrial Engineer / Project Manager 09/2008 to 12/2009 Company Name – City , State responsible for managing complete Sine Wave Fab-Cell statement of work (including M&PT developmental SOW) and work break-down structure (MS Project) for Fabrication Division Floor Beam developmental project for 787-9 implementation. Negotiated priorities and schedule in DIE exercises with cross functional team (M&PT, Supplier Mgmt, Program Engineering, Tooling, etc.) Integrated with program to perform risk analysis (Boris, etc.) and th","Candidate Category: ENGINEERING | Skills:  | Resume Summary: 737 INDUSTRIAL ENGINEERING MANAGER Professional Summary Self-motivated, innovative and goal-oriented Industrial Engineer, Project Manager and Team Leader dedicated to boosting company revenue through exceptional leadership and rigorous cost and schedule control techniques. Desires the opportunity to..."
CV-KAG-10219099,Kaggle/GitHub Resume.csv,ENGINEERING,Kaggle Candidate 10219099,ENGINEERING Specialist,['Automation'],"EQUIPMENT ENGINEERING TECHNICIAN Professional Summary Skilled Maintenance Mechanic Technician with superb problem solving and multi-tasking skills. Self-directed and motivated worker. To obtain a position where Teamwork, Integrity and Proffesionalism are a high standard in the Company's Mission Stat...","EQUIPMENT ENGINEERING TECHNICIAN Professional Summary Skilled Maintenance Mechanic Technician with superb problem solving and multi-tasking skills. Self-directed and motivated worker. To obtain a position where Teamwork, Integrity and Proffesionalism are a high standard in the Company's Mission Statement. All while engaing in new challenges and learning experiences. Skills · 20 years of Material Management experience with State and Federal Government · 13 years of Law Enforcement experience with the United States Marine Corps and Army National Guard. · Knowledge of mechanical test equipment. · Work from written/verbal instructions, schematics, rough sketches, troubleshooting diagrams, layouts and plans, interpretation and application of technical knowledge and understanding of mechanical theory and principles. · Proficient in the use of PC's, MS office, 10key by touch and Customer Service skills. · Forklift and Crane Certified · Self motivated to Lead and Achieve Company goals with excellence, integrity and efficiency. · NDT Level II · Knowledge on mechanical, pneumatic and hydraulic theory and principles Work History Equipment Engineering Technician 05/2014 to Current Company Name – City , State Responsibility for designing/selecting robotic systems, run simulation, implementation, commission and programming. Support and assist maintenance team in troubleshooting difficult breakdowns and chronic equipment failures. Conduct the installation of factory automation and electrical control systems for manufacturing equipment Provide Troubleshooting of electrical systems in plant manufacturing equipment Provide effective direction, coaching, and OJT to fellow employees on shift to boost their skill sets, and help Production achieve their goals. Plan and organize between shift and weekend work, including verification, for smooth operations. Assist the Supervisor in developing PMs and procedures for maintaining all of the equipment in the shop. Provide shift- to-shift commu","Candidate Category: ENGINEERING | Skills: Automation | Resume Summary: EQUIPMENT ENGINEERING TECHNICIAN Professional Summary Skilled Maintenance Mechanic Technician with superb problem solving and multi-tasking skills. Self-directed and motivated worker. To obtain a position where Teamwork, Integrity and Proffesionalism are a high standard in the Company's Mission Stat..."
CV-KAG-82125182,Kaggle/GitHub Resume.csv,ENGINEERING,Kaggle Candidate 82125182,ENGINEERING Specialist,"['C', 'Java']","CHEMICAL ENGINEERING INTERN Objective Statement To obtain employment as an entry level Chemical Engineer utilizing my current experience and education. Competencies Project management Scheduling tools ChemCad, OAM, MES and EPI Structural red-line revisions skills Advanced written and conversational ...","CHEMICAL ENGINEERING INTERN Objective Statement To obtain employment as an entry level Chemical Engineer utilizing my current experience and education. Competencies Project management Scheduling tools ChemCad, OAM, MES and EPI Structural red-line revisions skills Advanced written and conversational German Process piping Microsoft Office Quality control Strong presentation skills Process improvement Experience 05/2017 to Current Chemical Engineering Intern Company Name － City , State Intern at AkzoNobel, assigned to the Columbus, Mississippi plant working 30-40 hours weekly in the Hydrogen Peroxide division. Primary duties include observation of the different processes (hydrogenation, oxidation, extraction, distillation, mixing, and loading of peroxide and its components). Updating the OAM, MES, and OEE portals daily with information from the chief technician. Gathering quotes and product specifications for my two assigned projects, red-lining P&IDs in preparation for changes within the plant, and assisting with any jobs that my supervisor needs done. Lead any Management of Change meeting regarding my projects. Projects are as follows: -Replacing an automatic valve with a control valve on a condensate tank; adding a differential pressure transmitter to control the tank level; installing an orifice plate in the pipe to control the flow into the tank. Responsibilities included obtaining bids for mechanical labor, electrical and instrumentation labor, and DCS configuration and quotes for instrumentation. The scope of the project was $50,000. - Installing an RF Capacitance probe on an existing sight glass on a holding tank; replacing a chemical hose with a 316L stainless steel pipe and installing a control valve in the pipe to control the interface level within the sight glass. Responsibilities included obtaining bids for mechanical labor, electrical and instrumentation labor, and DCS configuration and quotes for instrumentation. The anticipated scope of this project is ","Candidate Category: ENGINEERING | Skills: C, Java | Resume Summary: CHEMICAL ENGINEERING INTERN Objective Statement To obtain employment as an entry level Chemical Engineer utilizing my current experience and education. Competencies Project management Scheduling tools ChemCad, OAM, MES and EPI Structural red-line revisions skills Advanced written and conversational ..."
CV-KAG-22890839,Kaggle/GitHub Resume.csv,ENGINEERING,Kaggle Candidate 22890839,ENGINEERING Specialist,"['DNS', 'Linux', 'Network', 'Python', 'Security', 'VPN']","CORPORATE ENGINEERING SUPPORT TECHNICIAN Summary TECHNICAL SUPPORT ENGINEER Technical Support Telecom Support Networking Support Software/PC/LAN Troubleshooting Accomplished in Technical Support with 4 years of experience troubleshooting and maintaining user applications, workstations, and accounts ...","CORPORATE ENGINEERING SUPPORT TECHNICIAN Summary TECHNICAL SUPPORT ENGINEER Technical Support Telecom Support Networking Support Software/PC/LAN Troubleshooting Accomplished in Technical Support with 4 years of experience troubleshooting and maintaining user applications, workstations, and accounts across multiple platforms (OS X, Linux, Windows, Android, iOS). Updated and written user-facing and IT-facing technical. *Provides outstanding customer service and a strong ability to communicate technical concepts in a non-technical manner. Known for patience in dealing with frustrated users. Highlights Installing, Configuring, Troubleshooting Windows, Linux and OS X Installing, Configuring, Troubleshooting SoHo Networks Creating & Updating documentation Software Installation, configuring, and Troubleshooting Implementing, Configuring network and End User Security Mobile device Support Printer Support CLI Knowledge VOIP, Video Chat Support Critical Thinking with Root Cause Analysis Encryption File Structures Network Protocols AAA Security Model Accounts and Group policy Browser Support TECHNOLOGY PROFICIENCIES Operating Systems: Windows 7-10, Ubuntu 14.04, OS X 10.8-10.11, ChromeOS, iOS9, Android Applications: MS Office 2010-2016 (Word, Excel, PowerPoint, Outlook), Google Apps (Drive, Docs, Sheets, Slides, Keep, Forms, Sites), Google Drive Sync Client, Internet Explorer, Firefox, Chrome, Safari, Edge, OpenVPN, Wireshark, Sublime Text, MSRA, Microsoft RDP, OpenSSH, Puppet, SCCM 2012 iOS-MDM Networking TCP/IP, DNS, DHCP, LAN/WAN, VPN/Remote Connectivity - OpenVPN, some basic Cisco iOS, Microsoft Virtual PC/Hyper-V, TeamViewer, Terminal Services, Netgear, Linksys, Firewall, Ports, experience in Routing & Switching (OSPF / BGP / VLAN / STP), Strong desire to learn more Hardware: Dell, HP, IBM/Lenovo, Apple, Microsoft, desktop, laptops. Android Smartphones tables, and wearables. iPhones and iPads. Printers, Routers, Switches, Modems, Wireless Routers, Video Conferencing equip","Candidate Category: ENGINEERING | Skills: DNS, Linux, Network, Python, Security, VPN | Resume Summary: CORPORATE ENGINEERING SUPPORT TECHNICIAN Summary TECHNICAL SUPPORT ENGINEER Technical Support Telecom Support Networking Support Software/PC/LAN Troubleshooting Accomplished in Technical Support with 4 years of experience troubleshooting and maintaining user applications, workstations, and accounts ..."
CV-KAG-17108676,Kaggle/GitHub Resume.csv,ENGINEERING,Kaggle Candidate 17108676,ENGINEERING Specialist,[],"MECHANICAL ENGINEERING INTERN Summary Highly motivated mechanical engineering student (EIT) interested in pursuing an engaging position in the corporate setting to implement skills honed through years of engineering background. A dedicated student with problem-solving, leadership, and communication ...","MECHANICAL ENGINEERING INTERN Summary Highly motivated mechanical engineering student (EIT) interested in pursuing an engaging position in the corporate setting to implement skills honed through years of engineering background. A dedicated student with problem-solving, leadership, and communication skills along with the capability to build relationships and work in a team-oriented environment. Highlights Proficient in SolidWorks Linear Control AutoCAD Solid Mechanics Engineering graphics and design Microsoft Word Fluid Mechanics Microsoft PowerPoint Thermal Analysis Project management Heat Transfer Time management skills Statics/Dynamics Written and verbal communication skills Material Science Engineering Probability and Statistics Academic, acrylic, AutoCAD, CAD, concept, Engineer-in-Training, estimating, drawing, graphics and design, Laser, Material Science, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, design process, progress, Project management, Reporting, research, robotics, safety, SolidWorks, Statistics, Time management, verbal communication skills, weighing, Written Experience Company Name City , State Mechanical Engineering Intern 09/2015 to Current Worked with a team of four people in UCSD's MAE 3 class to build a mobile robot. Evaluated parts of the robot using components such as springs, high-speed motor, and geared motor Analyzed and assessed progress of the project by using a Gantt chart Directed the group in the areas of design process and concept generation Energy Analysis Determined the mobility of the robot by estimating the energy and power transfer that occurs from the motor to the wheels of the robot Calculated the torque on the wheels, friction force of the floor, and other values such as factor of safety and desired time of travel AutoCAD Software Utilization Developed drawings of a clock and archived CAD files and drawing documents Implemented the CAD files into the Lasercamm (Laser Cutter) and produced the designed clock made of ac","Candidate Category: ENGINEERING | Skills:  | Resume Summary: MECHANICAL ENGINEERING INTERN Summary Highly motivated mechanical engineering student (EIT) interested in pursuing an engaging position in the corporate setting to implement skills honed through years of engineering background. A dedicated student with problem-solving, leadership, and communication ..."
CV-KAG-17488801,Kaggle/GitHub Resume.csv,ENGINEERING,Kaggle Candidate 17488801,ENGINEERING Specialist,[],"ENGINEERING MANAGER/QUALITY MANAGER Profile Results driven Mechanical Engineer with excellent technical, analytical, and communication skills. A record of positive achievement demonstrated by extensive participation and leadership in Manufacturing Engineering, Engineering Management, and Production ...","ENGINEERING MANAGER/QUALITY MANAGER Profile Results driven Mechanical Engineer with excellent technical, analytical, and communication skills. A record of positive achievement demonstrated by extensive participation and leadership in Manufacturing Engineering, Engineering Management, and Production Management projects. Additional experience in design, marketing and manufacturing support for fabricated metal products used for polymer filtration, turbine engine gas path seals, aerospace and industrial acoustic treatments, and thermal barrier systems. Four years experience in product design and manufacturing supervision for metallic brush seals used in gas and steam turbine engines. Seven years experience in Design and Manufacturing Engineering of aerospace and industrial acoustic products. Developed process for electrolytic nickel plating and brazing components used for semi-conductor bases. Justified, specified, developed layout and supervised construction of a 20,000 square foot metal working plant used for manufacturing semi-conductor bases. Developed manufacturing process for turbine engine abradable air seals. Justified, specified and supervised installation and start up of machine tools, furnaces, welding equipment, and adhesive bonding equipment used to manufacture turbine engine compressor shrouds and main engine and auxiliary power unit acoustic treatments. Designed proprietary equipment for use in manufacturing porous metal fiber media used in filtration, acoustic, thermal barrier and air seal applications. Oversaw implementation of AS9100 and ISO9001 Quality Management Systems. Managed relocated product distribution activities from New York to Florida. Areas of Expertise Project Management Quality Management System Implementation Production and Engineering Management Staff development Cost reduction Process development and documentation Process improvement/simplification Source evaluation and selection Professional Experience Engineering Manager/Quality Man","Candidate Category: ENGINEERING | Skills:  | Resume Summary: ENGINEERING MANAGER/QUALITY MANAGER Profile Results driven Mechanical Engineer with excellent technical, analytical, and communication skills. A record of positive achievement demonstrated by extensive participation and leadership in Manufacturing Engineering, Engineering Management, and Production ..."
CV-KAG-23497307,Kaggle/GitHub Resume.csv,ENGINEERING,Kaggle Candidate 23497307,ENGINEERING Specialist,"['Automation', 'Oracle']","ENGINEERING PROJECT MANAGER Experience Engineering Project Manager , 05/2015 to 07/2017 Company Name – City , State Managed various engineering projects from start to finish while cultivating the client relationship and overall sales processes both internally and externally. Tracked and reported key...","ENGINEERING PROJECT MANAGER Experience Engineering Project Manager , 05/2015 to 07/2017 Company Name – City , State Managed various engineering projects from start to finish while cultivating the client relationship and overall sales processes both internally and externally. Tracked and reported key performance indicators while keeping present with market trends. Created data automation processes for managing projects. Processed proposals for new and existing customers with intentional sales tactics. Increased department sales revenue by 65%; achieved financial objectives by preparing annual department budgets and scheduling expenditures via Microsoft AX/AX7. Sr. Project Manager , 07/2017 to 03/2017 Company Name – City , State Managed high volume projects from training to installation of door hardware locks and automation locking systems for various hotel chains; 60 projects on average with use of agile methology discipline and use of Microsoft AX 365. Handled rotating schedules while delivering projects on time and on budget for the department. Developed processes that help streamline project milestones; created action plans based on client needs. Communicated real time project status and changes to clients/upper leadership as needed in accordance with project guidelines and clarity reporting open workbench software. Leader of special projects from Marriott, Hyatt and Hilton that require more detailed focus; Investigated, analyzes and recommended solutions for client implementation issues. Sr. Traffic Coordinator Ad Manager , 02/2010 to 05/2015 Company Name – City , State Responsible for scheduling and ensuring commercial advertisements air on cable networks per client's contract. Worked with clients and agencies to ensure ad copy and instructions are received and correct copy is ran; Inputs the titles of client advertisements into database and enters the instructions for ad airing. Maximized billing opportunities by evaluating sold and scheduled inventory and adju","Candidate Category: ENGINEERING | Skills: Automation, Oracle | Resume Summary: ENGINEERING PROJECT MANAGER Experience Engineering Project Manager , 05/2015 to 07/2017 Company Name – City , State Managed various engineering projects from start to finish while cultivating the client relationship and overall sales processes both internally and externally. Tracked and reported key..."
CV-KAG-19553067,Kaggle/GitHub Resume.csv,ENGINEERING,Kaggle Candidate 19553067,ENGINEERING Specialist,['Express'],PROJECT ADMINISTRATOR ENGINEERING Summary A consistent team leader with great analytic and interpersonal skills; highly focused in achieving and maintaining excellent customer relationships to assist you in achieving your organizational goals. I have over 10 years progressive experience in Accountin...,"PROJECT ADMINISTRATOR ENGINEERING Summary A consistent team leader with great analytic and interpersonal skills; highly focused in achieving and maintaining excellent customer relationships to assist you in achieving your organizational goals. I have over 10 years progressive experience in Accounting, Property Accounting and Project Administration and have deliver consistent contributions to increased productivity, decreased cost and produced strong revenue gains through teambuilding, self-motivation and development. Highlights Flexible team player Analytical reasoning Financial statement analysis Compliance testing knowledge Strength in regulatory reporting Budget forecasting expertise Account reconciliation expert Adobe software proficiency Complex problem solving Strong organizational skills Expert in customer relations General ledger accounting Flexible team player Advanced computer proficiency (PC and Mac) Flexible team player Flexible team player Flexible team player Flexible team player Expert in customer relations Advanced computer proficiency (PC and Mac) Experience Project Administrator Engineering Jan 2007 to Jan 2009 Company Name － City , State Direct reporting responsibilities to the Executive Vice President Maintained general ledger, financial statements and other financial reports Analyzed and interpret monthly variances and trends between budgets and actual results in developing projections and forecast Prepared monthly billing base on contracts, project progress report and work-in-progress report Prepared and analyzed quarterly backlog report to forecast revenues and employees productivity Reconciled monthly bank statements and deposit daily cash receipts Used AIA Documents to prepare Prime and Sub-consultant Contracts Audited and approved Sub-contractors invoices for process and payment Assisted Controller with year end audit Monitored Job Cost report to ensure employees are charging to the correct projects Year End CAM Reconciliation for rental pr",Candidate Category: ENGINEERING | Skills: Express | Resume Summary: PROJECT ADMINISTRATOR ENGINEERING Summary A consistent team leader with great analytic and interpersonal skills; highly focused in achieving and maintaining excellent customer relationships to assist you in achieving your organizational goals. I have over 10 years progressive experience in Accountin...
CV-KAG-11981094,Kaggle/GitHub Resume.csv,ENGINEERING,Kaggle Candidate 11981094,ENGINEERING Specialist,"['C', 'Go', 'JavaScript', 'Jenkins', 'Proxy', 'REST API']","SOFTWARE ENGINEERING MANAGER Summary Experienced software engineer, and hands-on engineering manager with 20+ years of product development experience in broadcast media, and 10+ years of experience in leading development teams (20+ engineers), hiring (10+ offers, 40+ interviews), HR personnel proced...","SOFTWARE ENGINEERING MANAGER Summary Experienced software engineer, and hands-on engineering manager with 20+ years of product development experience in broadcast media, and 10+ years of experience in leading development teams (20+ engineers), hiring (10+ offers, 40+ interviews), HR personnel procedures, performance reviews, and project transitions. Experience 09/2009 to Current Software Engineering Manager Company Name － City , State Visual C++, Windows, OOP, STL, WinAPI, MFC, threads, ATL, IPC, FTP, TCP, HTTP, XML, JSON, services, web services, REST API, SOA, media formats and standards, codec SDK, MPEG-DASH, API design and documentation. BCD spinoff as Imagine in 2013) Nexio video servers and applications run in various nodes of Nexio LAN to facilitate collaborative video broadcast workflows. Media comes from proprietary SAN or generic storage off NAS. Development and team management, Nexio servers' applications, Playout business unit: Led team of 22 developers from Burbank (6), Naperville (8), and Beijing (8 indirect), introduced peer reviews, repurposed components, and all 3 teams collaborated as one large team, and leading team of 3 to 6 from Burbank since 2014, adopted Scrum (ScrumMaster), facilities right-sized, and released deliverables for Nexio Software Suite 6.0, 7.0, 8.0 and Global Proxy Suite 2.5, 3.0, 3.5. Team handles vendor communications for codec level customer issues, and team migrated source revision control to Mercurial, Jenkins, 30+ products. Published functional, REST API, and URI specification document for Hercules web service, and 10 JSON protocol API documents for 3rd party and in-house use. Selected hands-on projects include: Service-oriented architecture: Initiated, architected and executed SOA from concept to completion to facilitate centralized web client opportunities, and 24/7 service models, and team delivered 2 web services, 10 services, 5 desktop clients, and 3 web client pages for essential functions including media playback, met","Candidate Category: ENGINEERING | Skills: C, Go, JavaScript, Jenkins, Proxy, REST API | Resume Summary: SOFTWARE ENGINEERING MANAGER Summary Experienced software engineer, and hands-on engineering manager with 20+ years of product development experience in broadcast media, and 10+ years of experience in leading development teams (20+ engineers), hiring (10+ offers, 40+ interviews), HR personnel proced..."
CV-KAG-17043822,Kaggle/GitHub Resume.csv,ENGINEERING,Kaggle Candidate 17043822,ENGINEERING Specialist,"['C', 'Linux', 'MySQL', 'Network', 'PHP', 'Unix']",CLINICAL ENGINEERING MANAGER Summary A accomplished clinical engineering manager with more than 12 years of training and experience I lead clinical engineering directives to provide superior customer service and operational efficiency. I have a proven track record managing the execution of the medic...,"CLINICAL ENGINEERING MANAGER Summary A accomplished clinical engineering manager with more than 12 years of training and experience I lead clinical engineering directives to provide superior customer service and operational efficiency. I have a proven track record managing the execution of the medical equipment management plan at various health facilities in the West Virginia regional area. I posses exceptional team building and leadership skills. Customer focused with proven skills in interpersonal relations, negotiation, and written and verbal communications. Developed and provided informative written reports for administration on regulatory compliance, cost savings, contract administration, strategic planning, and process improvement. With focus on regulatory compliance of the medical equipment plan I consistently keep updated on requirements from TJC, CMS, NFPA and other governmental agencies, with a proven track record of no written recommendations from regulatory inspections. Experience Clinical Engineering Manager 06/1996 to 01/2016 Company Name City , State Manager of Clinical Biomedical Service, Inc. Responsible for the medical equipment management plans of hospitals and medical facilities in West Virginia. Responsible for all company budgets, project estimates, salaries, evaluations, personnel recruitment, hiring, training and dismissal. Trained and supervised employees in performing electrical safety procedures, repair service and preventive maintenance of medical equipment. Proficient at medical equipment compliance and risk management by developing and implementing polices according to agency standards like TJC, CHS, NFPA, OHFLAC. Project manager on new and expanded installations of medical equipment systems at various medical facilities. Seated member of hospital safety committees to assist in providing recommendations and information on medical equipment management, equipment evaluation and selection, potential safety issues, national safety alerts fr","Candidate Category: ENGINEERING | Skills: C, Linux, MySQL, Network, PHP, Unix | Resume Summary: CLINICAL ENGINEERING MANAGER Summary A accomplished clinical engineering manager with more than 12 years of training and experience I lead clinical engineering directives to provide superior customer service and operational efficiency. I have a proven track record managing the execution of the medic..."
CV-KAG-21038022,Kaggle/GitHub Resume.csv,ENGINEERING,Kaggle Candidate 21038022,ENGINEERING Specialist,"['Algorithms', 'C', 'CSS', 'HTML', 'Java', 'SQL', 'SQL Server']","CORPORATE PROCESS/SYSTEMS ENGINEERING MANAGER Executive Summary High-energy Engineering Manager driven to cut company costs and boost company revenue through innovative management techniques. Organized and diligent, with excellent written, oral and interpersonal communication skills. Results-focused...","CORPORATE PROCESS/SYSTEMS ENGINEERING MANAGER Executive Summary High-energy Engineering Manager driven to cut company costs and boost company revenue through innovative management techniques. Organized and diligent, with excellent written, oral and interpersonal communication skills. Results-focused management professional offering 30 years of progressive leadership experience. Transforms high-potential staff into outstanding leaders who demonstrate the creativity and savvy that is critical to financial and operational success. Core Qualifications Lean Manufacturing and Management Six Sigma tools and methodologies like RCM, FMEA, DMAIC, and PFD. Restructuring and Reducing Manpower while Improving Efficiency. Six Sigma Certified Advanced experience with the following Software: Microsoft Office 2003-2011, Microsoft Visio, 2008-2010, Business Objects, SAP, Apple Lion, Pages, Keynote, Numbers, Microsoft Access 2010, Visual Studio 2008-2010, Microsoft Project, Netbeans, TextPad, SQL Server 2008, PowerSteering, Tango. Computer Language Experience - HTML, Css, Java, Java Script, C++, VB.NET, ASP.NET In BSIT degree program, completed C++ classes, Java 1, Java 2, Web Design 1, Web Design 2, Algorithms, Software Engineering Courses. These classes included creating and building websites, building a C++ Mortgage Calculator, completing a Java GUI and non- GUI mortgage calculator with and without an amortization table. We were required to utilize and become very comfortable with Netbeans and TextPad software. Microsoft Project software used to document engineering continuous improvement savings projects until switching to PowerSteering software. PowerSteering Software Super User-PowerSteering used to track CI Savings, manage reporting and build Dashboards for upper management. Operations management Change management Inventory control Policy/program development Supervision and training Sound judgment Computer-savvy Calm under pressure Complex problem solving Motivational Continuou","Candidate Category: ENGINEERING | Skills: Algorithms, C, CSS, HTML, Java, SQL, SQL Server | Resume Summary: CORPORATE PROCESS/SYSTEMS ENGINEERING MANAGER Executive Summary High-energy Engineering Manager driven to cut company costs and boost company revenue through innovative management techniques. Organized and diligent, with excellent written, oral and interpersonal communication skills. Results-focused..."
CV-KAG-60004873,Kaggle/GitHub Resume.csv,ENGINEERING,Kaggle Candidate 60004873,ENGINEERING Specialist,['Automation'],"MINERALOGY ENGINEERING INTERN Summary Passionate graduate student in extractive metallurgy with solid industrial experience, a diverse academic background, and strong leadership and relationship-building skills. Education Colorado School of Mines 2016 Master of Science : Materials and Metallurgical ...","MINERALOGY ENGINEERING INTERN Summary Passionate graduate student in extractive metallurgy with solid industrial experience, a diverse academic background, and strong leadership and relationship-building skills. Education Colorado School of Mines 2016 Master of Science : Materials and Metallurgical Engineering City , State , USA Thesis work comprises of flotation fundamentals including zeta potential, contact angle, adsorption density as well lab scale flotation. Expected graduation date: May 2016 Aalto University 2014 Materials and Metallurgical Science City , Finland European Minerals Engineering Course. Studied plant automation, metallurgical plant design, and flotation. University of Miskolc 2013 Mineral Processing City , Hungary European Minerals Engineering Course. Focused on mineral processing including comminution and agglomeration. Wroclaw University of Technology 2013 Materials and Metallurgical Engineering City , Poland European Minerals Engineering Course. Took courses in hydrometallurgy, biometallurgy, pyrometallurgy, and mineral economics. Colorado School of Mines 2013 Bachelor of Science : Materials and Metallurgical Engineering City , State , USA Graduated with honors, cum laude. Experience Company Name June 2014 to September 2014 Mineralogy Engineering Intern City , State Working with lab and pilot plant scale project in minerals processing including flotation, magnetic separation, screening. Company Name May 2013 to August 2013 Metallurgical Engineering Intern City , State Developed and performed a study on several quality issues for anode production. Collaborated with operations, technical, and maintenance to ensure implementation of project. Conducted laboratory work for XRD/XRF measurements of ore. Company Name May 2012 to August 2012 Corrosion and Materials Engineering Intern City , State Researched and reviewed differing pipeline coating technologies in the academia realm. Conducted evaluations for existing commercially available coatings and ","Candidate Category: ENGINEERING | Skills: Automation | Resume Summary: MINERALOGY ENGINEERING INTERN Summary Passionate graduate student in extractive metallurgy with solid industrial experience, a diverse academic background, and strong leadership and relationship-building skills. Education Colorado School of Mines 2016 Master of Science : Materials and Metallurgical ..."
CV-KAG-38220146,Kaggle/GitHub Resume.csv,ENGINEERING,Kaggle Candidate 38220146,ENGINEERING Specialist,"['Automation', 'Security']","ENGINEERING MANAGER/SENIOR MECHANICAL DESIGNER Executive Summary Operations and Manufacturing Engineering Manager with more than 12 years of experience in high-volume global operations, support of automated production equipment and the design, layout and support of custom machinery. Proven record of...","ENGINEERING MANAGER/SENIOR MECHANICAL DESIGNER Executive Summary Operations and Manufacturing Engineering Manager with more than 12 years of experience in high-volume global operations, support of automated production equipment and the design, layout and support of custom machinery. Proven record of leading multi-skilled teams to drive projects from pre-development through post-development cycle. Increased operational profitability by enhancing processes. Visionary, forward-looking, and pioneering with a passion for challenging projects. Leadership style is highly results-oriented. Professional Knowledge and Strengths * Global Operations Management * Personnel Management * AutoCAD v.14/2008/2010 * Budgeting, Planning, Forecasting * Training & Staff Development* Six Sigma* Vendor Kanban Contracts* Lean Manufacturing* AutoCAD Inventor 2010 * Product Cost Reduction * Team Leadership/Team Building * Bosch/Item Software * New Product Development * Organization/Time Management * ANSI Drawing Standards * Inventory Control/Cycle Counts * Total Quality Management * Mechanical Design * Project Management * Customer Service * MS Office Suite * ROI Analyzes * Safety/Security * Virtual Gibbs Professional Experience Engineering Manager/Senior Mechanical Designer January 2001 to January 2015 Company Name － City , State Planned, directed, and coordinated the operations with multiple branches across the globe. Responsible to formulate company policies and budgets. Developed long-term approaches that redefined problems/opportunities in anticipation of changing business conditions. Coordinated and directed projects, making detailed plans to accomplish goals. Analyzed technology, resource needs, and market demand, to plan and assess the feasibility of projects. Organized all material purchases, storage and manufacturing for multi-program production. Created assembly drawings to include bills of materials, detail drawings and manuals for the ""Grid-Lok"" compliant tooling system. Integrat","Candidate Category: ENGINEERING | Skills: Automation, Security | Resume Summary: ENGINEERING MANAGER/SENIOR MECHANICAL DESIGNER Executive Summary Operations and Manufacturing Engineering Manager with more than 12 years of experience in high-volume global operations, support of automated production equipment and the design, layout and support of custom machinery. Proven record of..."
