id,job_hash,title,company,location,salary,experience,level,skills,requirements,posted_at,source_url,source_platform,crawl_time,created_at,updated_at,job_type,mode,field
5466,45f97b1b772a6f5e0e4f0a08b6977e22dceea6aa412f9eea73aacde660e8db8f,[HN] Công Ty Truyền Thông Văn Hóa Việt Tuyển Dụng Chuyên Viên Hồ Sơ Thầu Full-time 2026,CÔNG TY TRUYỀN THÔNG VĂN HÓA VIỆT,Hà Nội,Từ 10 Triệu,Yêu cầu ứng viên có kinh nghiệm,Intern,"[""Lập trình""]",có kinh nghiệm - Mức lương: Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng,2026-06-19T00:00:00.000Z,https://ybox.vn/tuyen-dung/hn-cong-ty-truyen-thong-van-hoa-viet-tuyen-dung-chuyen-vien-ho-so-thau-full-time-2026-6a34a3f62dbbb5273c84c328,ybox,2026-06-21 20:28:29.821+00,2026-06-21 20:32:22.384035+00,2026-06-21 20:32:22.384035+00,Full-time,Toàn thời gian,"E-commerce, Thương Mại Điện Tử, Bán Hàng Online; IT (Lập trình, Công nghệ thông tin, Internet, …); Giáo Dục, Đào Tạo"
8808,474a8e62a997f80d636cd1f1334fa15324d57cd7158f17c5fd05f684e6dee7b7,[HN] Công Ty DATASET Tuyển Dụng Nhân Viên Marketing Full-time 2026,DATASET,Hà Nội,Từ 10 Triệu,Yêu cầu ứng viên có kinh nghiệm,Intern,"[""Marketing"", ""Truyền Thông, PR""]",có kinh nghiệm - Mức lương: Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng,2026-06-22T00:00:00.000Z,https://ybox.vn/tuyen-dung/hn-cong-ty-dataset-tuyen-dung-nhan-vien-marketing-full-time-2026-6a38da34d453ee2a1bcec161,ybox,2026-06-23 02:45:08.343+00,2026-06-23 02:50:49.761976+00,2026-06-23 02:50:49.761976+00,Full-time,Toàn thời gian,"IT (Lập trình, Công nghệ thông tin, Internet, …)"
8809,642f52605852d77f72731be511b751b04d0d06fb7122b30dc6ac71d9341a8622,[HCM] Hệ Thống Cà Phê Highlands Coffee Tuyển Dụng Thực Tập Sinh Supply Chain Full-time 2026,unknown,Hồ Chí Minh,,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,[],"Kinh Nghiệm, Lương Cứng Upto 12 Triệu + Hoa Hồng, Nghỉ Thứ 7 & Chủ Nhật) 1 giờ trư",,https://ybox.vn/tuyen-dung/hcm-he-thong-ca-phe-highlands-coffee-tuyen-dung-thuc-tap-sinh-supply-chain-full-time-2026-6a38f6f78856282656c83d26,ybox,2026-06-23 02:45:10.988+00,2026-06-23 02:50:49.761976+00,2026-06-23 02:50:49.761976+00,Full-time,Thực tập,
9076,d7465ee154470f383c550713299156821b120a14ac379f5d99ad59ee014f18e9,[HCM] Công Ty AEGONA Tuyển Dụng Thực Tập Sinh Phát Triển Web/Phân Tích Kinh Doanh Full-time 2026,unknown,Hồ Chí Minh,Thỏa thuận,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Lập trình""]","(Web App, Mobile App, ERP, CRM) Kiểm thử phần mềm (Manual Testing, Automation Testing) Thiết kế và phát triển website Chuyển đổi số cho doanh nghiệp Bảo trì và nâng cấp hệ thống phần mềm Cung cấp đội ngũ phát triển phần mềm (Dedicated Team/Offshore Development) AEGONA hiện có trụ sở tại Công viên Phần mềm Quang Trung và chi nhánh tại Buôn Ma Thuột, với định hướng trở thành đối tác công nghệ tin cậy, đồng hành cùng doanh nghiệp trong hành trình chuyển đổi số và phát triển bền vững. THỰC TẬP SINH WEB DEVELOPER - FULL TIME Địa điểm: Hồ Chí Minh - Tính chất công việc: Toàn thời gian; Thực tập - Chuyên môn: Lập trình - Kinh nghiệm: Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng! - Mức lương: Thỏa thuận",,https://ybox.vn/tuyen-dung/hcm-cong-ty-aegona-tuyen-dung-thuc-tap-sinh-phat-trien-web-phan-tich-kinh-doanh-full-time-2026-6a3a45e5d453ee2a1bcf0580,ybox,2026-06-25 22:09:14.119+00,2026-06-25 22:13:01.747921+00,2026-06-25 22:13:01.747921+00,Full-time | Intern,Toàn thời gian; Thực tập,"IT (Lập trình, Công nghệ thông tin, Internet, …)"
9077,26f757c9ebe0e39e9f68ad7a50737641cc30238b50432651f9bbea35dfb0a8a9,"[Online-HCM] SNOW Việt Nam Tuyển Dụng Thực Tập Sinh ZEPETO Operation, Item Moderation Intern, Wave Content Intern Full-time 2026 (Mức Lương: 3,000,000 VNĐ/Tháng)",SNOW VIETNAM,Hồ Chí Minh,1 triẹu - 8 triẹu/tháng,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Dịch vụ khách hàng/ Vận hành"", ""Business/ Data Analyst"", ""Business Intelligence (Phân Tích Kinh Doanh)"", ""Product Development (Phát Triển Sản Phẩm)""]","Ideal candidates: English Communication ability is a must Being able to speak foreign languages is a great advantage. Passionate about and familiar with game, metaverse, virtual idols, or social platforms (e.g., PlayTogether, Roblox, Hololive, etc.). Quickly catching trends and memes. Teamwork spirit and a strong ability to share information closely are preferred. Diligence and self-discipline are required to do daily, weekly, and monthly work. Recruitment Intake: 1 people ---- Ứng viên lý tưởng: Khả năng giao tiếp tiếng Anh là bắt buộc. Biết thêm các ngoại ngữ khác là một lợi thế lớn. Đam mê và quen thuộc với các nền tảng game, metaverse, virtual idols hoặc mạng xã hội (ví dụ: PlayTogether, Roblox, Hololive, v.v.). Nhanh nhạy trong việc nắm bắt xu hướng và meme. Ưu tiên ứng viên có tinh thần làm việc nhóm và khả năng chia sẻ, phối hợp thông tin chặt chẽ. Yêu cầu sự chăm chỉ, tự giác và có trách nhiệm trong việc hoàn thành công việc hằng ngày, hằng tuần và hằng tháng. Tuyển dụng: 1 người",2026-06-23T00:00:00.000Z,https://ybox.vn/tuyen-dung/online-hcm-snow-viet-nam-tuyen-dung-thuc-tap-sinh-zepeto-operation-item-moderation-intern-wave-content-intern-full-time-2026-muc-luong-3-000-000-vnd-thang-6a3a3e81f8d23c23c1752ab6,ybox,2026-06-25 22:09:19.352+00,2026-06-25 22:13:01.747921+00,2026-06-25 22:13:01.747921+00,Full-time | Intern,Thực tập; Toàn thời gian,"IT (Lập trình, Công nghệ thông tin, Internet, …); Marketing, Nghiên Cứu Thị Trường, Sự Kiện, Quảng cáo, Truyền Thông, Thiết Kế Đồ Hoạ"
9182,49fbe2f5c764912812fa66c490eac5e58c4cd82229d3cdd9367eebca8ce22d98,[HCM] Nền Tảng Học Tiếng Anh PALFISH Tuyển Dụng Thực Tập Sinh Nhân Sự Part-time/Full-time 2026,NỀN TẢNG HỌC TIẾNG ANH PALFISH,Hồ Chí Minh,Thỏa thuận,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Hành chính"", ""Nhân sự""]","Sinh viên năm 3–4 hoặc mới tốt nghiệp chuyên ngành Nhân sự, Quản trị kinh doanh, Truyền thông hoặc liên quan. Cẩn thận, tỉ mỉ, có khả năng nhập liệu nhanh và chính xác. Giao tiếp tốt, chủ động trong công việc. Ưu tiên có thể thực tập fulltime Biết Canva là một lợi thế;",2026-06-22T00:00:00.000Z,https://ybox.vn/tuyen-dung/hcm-nen-tang-hoc-tieng-anh-palfish-tuyen-dung-thuc-tap-sinh-nhan-su-part-time-full-time-2026-6a38beeaf8d23c23c174e1ff,ybox,2026-06-26 23:50:03.904+00,2026-06-26 23:54:42.295483+00,2026-06-26 23:54:42.295483+00,Part-time | Full-time | Intern,Bán thời gian; Toàn thời gian; Thực tập,"Giáo Dục, Đào Tạo; E-commerce, Thương Mại Điện Tử, Bán Hàng Online; IT (Lập trình, Công nghệ thông tin, Internet, …); Truyền Hình, Báo Chí; Du lịch, Nhà hàng, khách sạn; Nhân Sự, Tuyển Dụng; Chứng khoán, Ngân Hàng, Đầu tư, Bảo Hiểm, Tài Chính; Marketing, Nghiên Cứu Thị Trường, Sự Kiện, Quảng cáo, Truyền Thông, Thiết Kế Đồ Hoạ; Khác"
9183,58d115ad6e69b222e82e534a851f50a391312eacc4c8df34282c219c9d10d240,"[HCM/ Đà Nẵng] Công Ty Giải Pháp CRM Đa Kênh AntBuddy Tuyển Dụng Nhân Viên Full-time: Kinh Doanh, Tư Vấn Giải Pháp, Quản Lý Dự Án & Thực Tập Sinh Part-time/ Full-time Nhân Sự & Trợ Lý Kinh Doanh 2026",unknown,Hồ Chí Minh; Đà Nẵng,Thỏa thuận,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Bán hàng (Sales)""]",có kinh nghiệm - Mức lương: Thỏa thuận,,https://ybox.vn/tuyen-dung/hcm-da-nang-cong-ty-giai-phap-crm-da-kenh-antbuddy-tuyen-dung-nhan-vien-full-time-kinh-doanh-tu-van-giai-phap-quan-ly-du-an-and-thuc-tap-sinh-part-time-full-time-nhan-su-and-tro-ly-kinh-doanh-2026-6a3ddf58c4c9737f436c7f08,ybox,2026-06-26 23:50:50.559+00,2026-06-26 23:54:42.295483+00,2026-06-26 23:54:42.295483+00,Full-time,Toàn thời gian,"IT (Lập trình, Công nghệ thông tin, Internet, …)"
9245,825313852494b45f9f9c36a1dc074105a74e22fcac294c7fcbd58b59f45d8670,"[HCM/HN] Tập Đoàn Concentrix Việt Nam Tuyển Dụng Nhân Viên Full-time: Chăm Sóc Khách Hàng Mảng Ứng Dụng Du Lịch - Ngân Hàng, Kiểm Duyệt Nội Dung Content Moderator, Tư Vấn Dinh Dưỡng 2026 (Không Yêu Cầu Kinh Nghiệm, Thu Nhập 9-20 Triệu/Tháng)",TẬP ĐOÀN DỊCH VỤ CHĂM SÓC KHÁCH HÀNG CONCENTRIX VIỆT NAM,Hồ Chí Minh; Hà Nội,Từ 8 Triệu,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Bán hàng (Sales)"", ""Dịch vụ khách hàng/ Vận hành""]","Kinh Nghiệm, Thu Nhập 9-20 Triệu/Tháng) HẠN CUỐI: 25/7/2026 GIỚI THIỆU CÔNG TY Địa điểm: Hồ Chí Minh; Hà Nội - Loại hình công ty: Công ty Việt Nam - Lĩnh vực kinh doanh: IT (Lập trình, Công nghệ thông tin, Internet, …); Marketing, Nghiên Cứu Thị Trường, Sự Kiện, Quảng cáo, Truyền Thông, Thiết Kế Đồ Hoạ; E-commerce, Thương Mại Điện Tử, Bán Hàng Online; Nhân Sự, Tuyển Dụng - Quy mô công ty: Vừa (50 - 249 người có BHXH) - Website: concentrix.com/vi/vietnam Concentrix — Công ty hàng đầu về công nghệ và dịch vụ chăm sóc khách hàng mang đậm dấu ấn quốc gia. Tại Việt Nam, chúng tôi vận hành doanh nghiệp bằng việc kết hợp linh hoạt giữa kinh nghiệm chuyên môn dày dặn và những hiểu biết sâu sắc về thị trường để thúc đẩy sự phát triển trong hoạt động kinh doanh. Giải pháp của chúng tôi giúp các thương hiệu nâng cao trải nghiệm khách hàng, tối ưu hóa quy trình vận hành và sẵn sàng cho đổi mới kỹ thuật số. Từ việc thiết kế những trải nghiệm thương hiệu ấn tượng đến triển khai công nghệ tiên tiến, chúng tôi tự hào là đối tác hàng đầu cho các doanh nghiệp mong muốn phát triển mạnh mẽ trong bối cảnh cạnh tranh của thị trường Việt Nam. Website: https://www.concentrix.com/vi/vietnam/ 1. CHĂM SÓC KHÁCH HÀNG - ỨNG DỤNG DU LỊCH Địa điểm: Hồ Chí Minh - Tính chất công việc: Toàn thời gian - Chuyên môn: Bán hàng (Sales); Dịch vụ khách hàng/ Vận hành - Kinh nghiệm: Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng! - Mức lương: Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng; Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng",2026-04-23T00:00:00.000Z,https://ybox.vn/tuyen-dung/hcm-hn-tap-doan-concentrix-viet-nam-tuyen-dung-nhan-vien-full-time-cham-soc-khach-hang-mang-ung-dung-du-lich-ngan-hang-kiem-duyet-noi-dung-content-moderator-tu-van-dinh-duong-2026-khong-yeu-cau-kinh-nghiem-thu-nhap-9-20-trieu-thang-69e9b8fe1d80b2030b421193,ybox,2026-06-27 23:51:45.538+00,2026-06-27 23:55:35.632151+00,2026-06-27 23:55:35.632151+00,Full-time,Toàn thời gian,"IT (Lập trình, Công nghệ thông tin, Internet, …); Marketing, Nghiên Cứu Thị Trường, Sự Kiện, Quảng cáo, Truyền Thông, Thiết Kế Đồ Hoạ; E-commerce, Thương Mại Điện Tử, Bán Hàng Online; Nhân Sự, Tuyển Dụng"
9614,c3e92cd31da968ec92b66823c7ec39a3f58a058231d68898375738a23c69365a,[Online] Công Ty TSM SEO Tuyển Dụng Thực Tập Sinh Content Website Part-time/Full-time 2026,CÔNG TY TNHH TSM SEO,Hồ Chí Minh,1 triẹu - 8 triẹu/tháng,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Marketing"", ""Truyền Thông, PR""]",". YÊU CẦU ỨNG VIÊN - Dưới 24 tuổi - Không yêu cầu kinh nghiệm/bằng cấp - Chủ động trong công việc - Tinh thần trách nhiệm và chịu được áp lực trong công việc - Thông thạo với máy tính & Microsoft office (docs, excel) - Đề cao tinh thần sáng tạo, trao đổi và nói lên chính kiến của bản thân - Biết lắng nghe, có tinh thần tiếp thu ý kiến với thái độ hòa nhã - Có laptop riêng- Phụ cấp: 1.000.000 - 3.000.000 (part time/full time) - Được hướng dẫn và chia sẻ kiến thức về SEO trong quá trình thực thi công việc - Thời gian làm việc tối thiểu 7 buổi/tuần (part-time), có thể linh hoạt sắp xếp và gửi lịch trước vào thứ 7 hàng tuần",2026-06-30T00:00:00.000Z,https://ybox.vn/tuyen-dung/online-cong-ty-tsm-seo-tuyen-dung-thuc-tap-sinh-content-website-part-time-full-time-2026-6a43a58bb73bb209e5600329,ybox,2026-07-02 16:10:50.522+00,2026-07-02 16:13:04.749526+00,2026-07-02 16:13:04.749526+00,Online,Online; Toàn thời gian; Bán thời gian; Thực tập,"IT (Lập trình, Công nghệ thông tin, Internet, …)"
9615,75e74c013f2508d35bda68afbcb583d8f2c731f73592a6e1c8e0aaa4b24ba0e5,[HCM] Công Ty Plus Impact Tuyển Dụng Nhân Viên SRE/Infrastructure Engineer Full-time 2026,unknown,Hồ Chí Minh,Thỏa thuận,Yêu cầu ứng viên có kinh nghiệm,Intern,"[""Lập trình""]",có kinh nghiệm - Mức lương: Thỏa thuận,,https://ybox.vn/tuyen-dung/hcm-cong-ty-plus-impact-tuyen-dung-nhan-vien-sre-infrastructure-engineer-full-time-2026-6a4231d26ed6997f65f88eb1,ybox,2026-07-02 16:12:58.733+00,2026-07-02 16:13:04.749526+00,2026-07-02 16:13:04.749526+00,Full-time,Toàn thời gian,"IT (Lập trình, Công nghệ thông tin, Internet, …); Nhân Sự, Tuyển Dụng"
9616,13b1633e8805d218ff3e5cedb85f3e4da7f3d41d5634751b80bc85049293a074,[HN] Công Ty Softel Solutions Tuyển Dụng Nhân Viên Kiểm Duyệt Hồ Sơ Tiếng Anh Ca Đêm Part-time/Full-time 2026,CÔNG TY SOFTEL SOLUTIONS (HTH COMMUNICATIONS),Hà Nội,Từ 10 Triệu,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Dịch vụ khách hàng/ Vận hành""]","Softel Solutions welcome các bạn freshers có khả năng tiếng Anh tốt sẽ được training từ đầu. Tiếng Anh cơ bản, đọc hiểu tốt (Ielts ~ 6.0 hoặc trình độ tương đương. Nếu không có chứng chỉ tiếng Anh hoặc chứng chỉ đã hết hạn sẽ cần tham gia 1 bài test nhanh tiếng Anh online) Có thể bắt đầu làm việc sớm. Cẩn thận, có trách nhiệm trong công việc và cầu tiến. LÀM ĐƯỢC LỄ TẾT",2026-06-08T00:00:00.000Z,https://ybox.vn/tuyen-dung/hn-cong-ty-softel-solutions-tuyen-dung-nhan-vien-kiem-duyet-ho-so-tieng-anh-ca-dem-part-time-full-time-2026-6a2684d7e835ed27183a9386,ybox,2026-07-02 16:18:44.943+00,2026-07-02 16:23:26.43518+00,2026-07-02 16:23:26.43518+00,Part-time | Full-time,Bán thời gian; Toàn thời gian,"IT (Lập trình, Công nghệ thông tin, Internet, …); E-commerce, Thương Mại Điện Tử, Bán Hàng Online; Giải trí, Ca Nhạc, Điện Ảnh, Nghệ Thuật, Văn Hoá, ..; Khác; Viễn Thông, Bưu Chính"
9618,bcec54eeaa80cfcaebec2f331439f1c02089fb1d31f9f215b5b42d12754e98a6,[HN] Công Ty Công Nghệ Số SSI Tuyển Dụng Chuyên Viên/Chuyên Viên Cao Cấp Kiểm Thử Tự Động Full-time 2026,CÔNG TY CÔNG NGHỆ SỐ SSI,Hà Nội,Thỏa thuận,Yêu cầu ứng viên có kinh nghiệm,Intern,"[""Lập trình""]",có kinh nghiệm - Mức lương: Thỏa thuận,2026-07-01T00:00:00.000Z,https://ybox.vn/tuyen-dung/hn-cong-ty-cong-nghe-so-ssi-tuyen-dung-chuyen-vien-chuyen-vien-cao-cap-kiem-thu-tu-dong-full-time-2026-6a44c6d9d588593b20ac9fa7,ybox,2026-07-02 16:23:18.182+00,2026-07-02 16:23:26.43518+00,2026-07-02 16:23:26.43518+00,Full-time,Toàn thời gian,"Khác; IT (Lập trình, Công nghệ thông tin, Internet, …); Chứng khoán, Ngân Hàng, Đầu tư, Bảo Hiểm, Tài Chính"
9754,6b69cacb677e31f0f4f0d1cd585d57a9ebf91b4fa31f38de964ee71bc646df40,[HCM] Công Ty Dịch Vụ Kỹ Thuật MEGA Tuyển Dụng Nhân Viên Phát Triển Ứng Dụng Giao Tiếp Thiết Bị Full-time 2026,unknown,Hồ Chí Minh,Thỏa thuận,Yêu cầu ứng viên có kinh nghiệm,Junior,"[""Lập trình""]","có kinh nghiệm - Mức lương: Thỏa thuận Số lượng: 02 Hình thức làm việc: Toàn thời gian *Mục tiêu vị trí Phát triển các ứng dụng (desktop/mobile/web) có khả năng giao tiếp với thiết bị phần cứng thông qua các giao thức mạng và định dạng dữ liệu JSON. Vị trí này đóng vai trò quan trọng trong việc kết nối hệ thống thiết bị công nghiệp với nền tảng phần mềm của MegaTech, góp phần nâng cao hiệu quả vận hành và tự động hóa. *Nhiệm vụ chính A. Phát triển ứng dụng giao tiếp thiết bị Xây dựng ứng dụng (desktop/mobile/web) giao tiếp với thiết bị qua các giao thức TCP/IP, HTTP, WebSocket. Thiết kế, phân tích và xử lý dữ liệu JSON: parse, validate, serialize, mapping dữ liệu. Tích hợp API, SDK hoặc firmware của thiết bị vào ứng dụng. Xây dựng module giao tiếp ổn định, tối ưu tốc độ truyền nhận dữ liệu và độ tin cậy. B. Kiểm thử – tối ưu – phối hợp kỹ thuật Phối hợp với nhóm phần cứng để kiểm thử thiết bị, phân tích log và đánh giá hiệu suất giao tiếp. Debug và xử lý lỗi liên quan đến kết nối, giao thức, dữ liệu JSON hoặc firmware. Tối ưu hiệu năng truyền nhận dữ liệu, giảm độ trễ và tăng độ ổn định kết nối. Tham gia đề xuất cải tiến giao thức, cấu trúc JSON hoặc API thiết bị. C. Tài liệu – triển khai – hỗ trợ Viết tài liệu kỹ thuật, hướng dẫn sử dụng API/SDK hoặc module giao tiếp. Hỗ trợ triển khai ứng dụng tại hiện trường khi cần (không thường xuyên). Phối hợp với đội kỹ thuật – tự động hóa trong các dự án tích hợp thiết bị. *Yêu cầu ứng viên A. Trình độ – Kiến thức Thành thạo ít nhất một ngôn ngữ lập trình: Python, C#, Java, JavaScript (Node.js) hoặc tương đương. Có kinh nghiệm làm việc với JSON và các thư viện xử lý JSON. Hiểu biết về giao thức TCP/IP, HTTP, WebSocket. Kiến thức về API, socket programming, message queue là lợi thế. Ưu tiên ứng viên có kinh nghiệm IoT, lập trình nhúng, firmware hoặc thiết bị công nghiệp. B. Kinh nghiệm Tối thiểu 01–02 năm kinh nghiệm lập trình liên quan đến giao tiếp thiết bị, IoT hoặc ứng dụng client–server. Có kinh nghiệm làm việc với thiết",,https://ybox.vn/tuyen-dung/hcm-cong-ty-dich-vu-ky-thuat-mega-tuyen-dung-nhan-vien-phat-trien-ung-dung-giao-tiep-thiet-bi-full-time-2026-6a44c37fd588593b20ac9ef1,ybox,2026-07-03 13:41:57.806+00,2026-07-03 13:48:26.897285+00,2026-07-03 13:48:26.897285+00,Full-time,Toàn thời gian,"Cơ khí, Điện tử, Tự Động Hoá, Công Nghiệp"
9755,90cb55ee486db6bec7f2ca5f4b05774b7b02351170438551e9bbd7f3135dcaaf,[Online] Chương Trình Human Resources Manager Trainee Program Part-time Tại YBOX.VN (Nhân Sự/Media/Bonding & Engagement/Trainer/Training Events/Talent Acquisition),YBOX.VN (CÔNG TY CÔNG NGHỆ YBOX VIỆT NAM),Nước Ngoài; Hà Nội; Hồ Chí Minh; Đà Nẵng; Huế; Khác,1 triẹu - 40 triẹu/tháng,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Hành chính"", ""Nhân sự - Kinh""]","Là sinh viên năm nhất đến năm tư tại các trường Đại học/Học viện trên toàn quốc; Yêu thích ngành HR hoặc Có trải nghiệm, hiểu biết về HR; Có khả năng sáng tạo về các ý tưởng giúp gắn kết các thành viên; Có tinh thần trách nhiệm, cẩn thận, chính xác và chăm chỉ; làm việc chủ động, linh hoạt, phản hồi công việc nhanh chóng; Cam kết gắn bó tối thiểu 06 tháng.",2023-03-09T00:00:00.000Z,https://ybox.vn/tuyen-dung/online-chuong-trinh-human-resources-manager-trainee-program-part-time-tai-ybox-vn-nhan-su-media-bonding-and-engagement-trainer-training-events-talent-acquisition-640a0ee19de8ef3742271e59,ybox,2026-07-03 13:55:24.214+00,2026-07-03 14:02:40.895956+00,2026-07-03 14:02:40.895956+00,Online,Online; Tình nguyện; Thực tập; Bán thời gian,"IT (Lập trình, Công nghệ thông tin, Internet, …)"
9812,c3a94af0c088d8d9ade1a45403eb60cf857afb7cdfac7695d1ee010eea2b3df4,[HN] Công Ty Công Nghệ Và Hỗ Trợ Thương Mại Điện Tử UpBase Tuyển Dụng Thực Tập Sinh Vận Hành Sàn Shopee/Tiktok Full-time 2026,unknown,Hà Nội,Từ 1 Triệu,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Dịch vụ khách hàng/ Vận hành""]","Sinh viên sắp hoặc mới tốt nghiệp ĐH khối ngành Kinh tế (ưu tiên NEU, TMU, FTU, DAV, VNU,...), có thể đi làm Full-time Đam mê và nghiêm túc định hướng phát triển bản thân trong lĩnh vực E-Commerce, đặc biệt là trong mảng Vận hành sàn TMĐT Tư duy sử dụng data để giải quyết vấn đề, tư duy chiến lược tổng thể, mong muốn trở thành key member/leader của các dự án lớn, cùng đồng hành và đưa ra các giải pháp xử lí “painpoint” của khách hàng. Tinh thần tích cực, linh hoạt, yêu thích làm việc trong môi trường Gen Z. Đam mê và định hướng phát triển bản thân trong lĩnh vực E-Commerce. Tinh thần học hỏi không ngừng, sẵn sàng làm cái mới, trách nhiệm cao với công việc",,https://ybox.vn/tuyen-dung/hn-cong-ty-cong-nghe-va-ho-tro-thuong-mai-dien-tu-upbase-tuyen-dung-thuc-tap-sinh-van-hanh-san-shopee-tiktok-full-time-2026-6a469a5562258a12e9627fee,ybox,2026-07-04 14:04:02.296+00,2026-07-04 14:09:48.89949+00,2026-07-04 14:09:48.89949+00,Full-time | Intern,Thực tập; Toàn thời gian,"E-commerce, Thương Mại Điện Tử, Bán Hàng Online; Bán lẻ, Hàng tiêu dùng, FMCG; IT (Lập trình, Công nghệ thông tin, Internet, …); Tư Vấn Chiến Lược Quản Trị Kinh Doanh; Marketing, Nghiên Cứu Thị Trường, Sự Kiện, Quảng cáo, Truyền Thông, Thiết Kế Đồ Hoạ"
9819,a62cba7da1e5aeb1bfe82d9c8f0a7047de707db3d8057fe70d164a3689d8031e,[HN] Công Ty Dịch Vụ Thông Tin Tài Chính FIINGROUP Tuyển Dụng Thực Tập Sinh Phân Tích Dữ Liệu/Truyền Thông Nội Bộ Full-time 2026,CÔNG TY DỊCH VỤ THÔNG TIN TÀI CHÍNH FIINGROUP,Hà Nội,Từ 1 Triệu,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Business/ Data Analyst"", ""Business Intelligence (Phân Tích Kinh Doanh)"", ""Product Development (Phát Triển Sản Phẩm)""]","Sinh viên năm cuối hoặc mới tốt nghiệp, có thể thực tập Full-time (thứ 2 - thứ 6); Sử dụng thành thạo vi tính văn phòng, đặc biệt là excel; Có kỹ năng edit video Có kỹ năng tìm kiếm và khai thác thông tin; Tiếng anh đọc hiểu cơ bản; Chăm chỉ, cẩn thận, có tinh thần trách nhiệm cao trong công việc; Có thể sử dụng cơ bản SQL/ Python là điểm cộng.",2026-06-29T00:00:00.000Z,https://ybox.vn/tuyen-dung/hn-cong-ty-dich-vu-thong-tin-tai-chinh-fiingroup-tuyen-dung-thuc-tap-sinh-phan-tich-du-lieu-truyen-thong-noi-bo-full-time-2026-6a4256253dd6ab467c78c491,ybox,2026-07-04 22:28:00.535+00,2026-07-04 22:33:17.849656+00,2026-07-04 22:33:17.849656+00,Full-time | Intern,Thực tập; Toàn thời gian,"Chứng khoán, Ngân Hàng, Đầu tư, Bảo Hiểm, Tài Chính"
